stop_id,arrivals,stop_name,stop_desc,stop_lat,stop_lon,degree_centrality
810009944,11,João De Barros C/B,"Av. Atlântica, 1189 Ref.: Av Do Rio Bonito/ Av Antonio Verissimo Alves",-23.676253,-46.712471,9.56892014736137e-05
810009946,11,Mar Del Plata C/B,"Av. Atlântica, 1580 Ref.: R Edson Regis/ R Das Paineiras",-23.680322,-46.713208,9.56892014736137e-05
810009947,11,Primo Tisseli C/B,"Av. Atlântica, 2040 Ref.: Av Doutor Arthur Cordeiro/ R Primo Tisseli",-23.684257,-46.714514,9.56892014736137e-05
720010380,11,"R. Br. De Duprat, 195",Ref.: R Manuel Borba/ R Pereira Barreto,-23.654496,-46.703524,0.00023922300368403425
640000360,11,Pinel B/C,"Av. Raimundo Pereira De Magalhães, 5214 Ref.: R Mal. Mendes De Morais/ Ac Lateral Viaduto",-23.485948,-46.724827,0.0005262906081048754
640000373,11,"Av. Raimundo Pereira De Magalhães, 7181",Ref.: Av Cdor. Feiz Zarzur/ R Cesare Formichi,-23.472295,-46.725745,9.56892014736137e-05
640000374,11,"Av. Raimundo Pereira De Magalhães, 6753",Ref.: R Goncalves De Barros/ R Sem Nome,-23.474939,-46.727779,9.56892014736137e-05
640000375,11,"Av. Raimundo Pereira De Magalhães, 6700",Ref.: R Goncalves De Barros/ R Sem Nome,-23.475553,-46.727662,0.00014353380221042054
640000376,11,"Av. Raimundo Pereira De Magalhães, 6295",Ref.: R Talofitos/ R Sem Nome,-23.478823,-46.727574,9.56892014736137e-05
370010191,11,"R. Alba, 468",Ref.: Rua Taciba,-23.64142,-46.65491,0.0001913784029472274
9206167,11,"Av. Lins De Vasconcelos, 3139",Ref.: R. Vergueiro / R. Calixto Da Mota,-23.588199,-46.630896,0.00023922300368403425
9206168,11,"Av. Lins De Vasconcelos, 2805",Ref.: R. Calixto Da Mota / R. Tubarana,-23.586916,-46.628493,0.00014353380221042054
760002808,11,"Av. Pires Do Rio, 2645",Ref.: R Corveta Euterpe / R Praia Covanca - Supermercado Dia,-23.516855,-46.443685,0.0001913784029472274
760002809,11,"Av. Pires Do Rio, 2480",Ref.: R Nicolau Campanella / R Barao De Godofredo - Fiorelli Veículos,-23.517776,-46.443888,9.56892014736137e-05
760002811,11,"Av. Pires Do Rio, 2856",Ref.: R Orlando Fratucelli/ R Iba Guacu,-23.519377,-46.444048,9.56892014736137e-05
530015191,11,Av. Rubem Berta,Ref.: Al Canuri/ Av Piassanguaba,-23.60486,-46.651787,0.00014353380221042054
510005068,11,"Av. Imirim, 2214",Ref.: R Fortunato Minozzi/ R Jeronimo Queiroz,-23.487535,-46.652401,0.00023922300368403425
250012242,11,"Estr. Iguatemi, 2016",Ref.: Rua Nascer Do Sol - Ponto 05 B,-23.590201,-46.416527,9.56892014736137e-05
750006285,11,"R. Cachoeira Do Campo, 348",Ref.: R Caiana/ R Da Ecologia,-23.595196,-46.503071,0.0002870676044208411
3305205,11,Vergueiro,"Av. Dr. Gentil De Moura, 59 Ref.: R Vergueiro",-23.602565,-46.614284,0.00023922300368403425
630014806,11,"Av. Brig. Faria Lima, 627",Ref.: R Baltazar Carrasco/ R Cristovao Goncalves,-23.564339,-46.694433,0.00014353380221042054
220013744,11,"Av. Yervant Kissajikian, 3056",Ref.: R Delfino Facchina/ R Brasil,-23.681393,-46.653355,0.00014353380221042054
220013746,11,"Av. Yervant Kissajikian, 3386",Ref.: R Antonio Pedroso De Oliveira/ R Jose Alves Fidalgo,-23.683266,-46.650929,9.56892014736137e-05
220013748,11,"Av. Yervant Kissajikian, 3702",Ref.: R Bem Aventurado Teofano Venard/ R Domenico Anibal,-23.68496,-46.647982,0.00014353380221042054
1603069,11,"R. Cristalino Rolim De Freitas, 75",Ref.: Av Vitor Mazzini,-23.663394,-46.707151,0.0004306014066312616
190013033,11,"Av. Carlos Lacerda, 2877",Ref.: R Olimpio Teles De Meneses/ R Maria Gomes Da Silva,-23.656245,-46.776391,9.56892014736137e-05
190013034,11,"Av. Carlos Lacerda, 3016",Ref.: R Olimpio Teles De Meneses/ R Maria Gomes Da Silva,-23.656714,-46.776428,9.56892014736137e-05
190013036,11,"Av. Carlos Lacerda, 3188",Ref.: R Otusco/ Est De Itapecerica,-23.658761,-46.774922,0.00014353380221042054
510001698,11,"R. Voluntários Da Pátria, 4840",Ref.: R Jacarapinima/ R Sousa Lopes,-23.47919,-46.632559,0.00014353380221042054
510001699,11,"R. Voluntários Da Pátria, 4873",Ref.: R Professor Jose Pardelli/ R Jacarapinima,-23.479368,-46.632621,0.0001913784029472274
800016590,11,Lgo. Pateo Do Colégio,Ref.: R Anchieta/ R General Carneiro,-23.547871,-46.633165,0.0001913784029472274
6811336,11,"Av. Do Rio Pequeno, 1563",,-23.570633,-46.759134,0.00014353380221042054
530015199,11,"Al. Dos Nhambiquaras, 809",Ref.: Av Divino Salvador/ R Caboquenas,-23.606351,-46.658628,0.0001913784029472274
614550,11,Pedro Corazza - Plataforma 5,Av. Com. Martinelli Ref.: R. Ado Benatti,-23.514265,-46.690676,0.0001913784029472274
880000721,11,"R. Maria Cândida, 79",Ref.: R Dos Camares/r Amanajes,-23.501294,-46.613331,0.0002870676044208411
370010237,11,"R. Jurupari, 45",Ref.: R. Ledugério De Freitas Barbosa,-23.645595,-46.647691,9.56892014736137e-05
370010239,11,"R. Carmine Di Gênio, 155",Ref.: Rua Tenente Alcides Machado,-23.646403,-46.646402,9.56892014736137e-05
370010201,11,"Av. Eng. George Corbisier, 1352",Ref.: R Cajarana/ R Das Grumixamas,-23.648547,-46.646143,0.00014353380221042054
760006048,11,"Av. Dr. José Artur Da Nova, 913",Ref.: Av Oliveira Freire/ R Maria Francisca De Jesus,-23.486142,-46.437064,0.00014353380221042054
640000434,11,Manoel Barbosa C/B,"R. Manoel Barbosa, 300 Ref.: R Dr. Ferreira Da Luz/ R Dom Manuel D Elboux",-23.488076,-46.713519,0.00023922300368403425
220013786,11,"Av. Yervant Kissajikian, 1171",Ref.: R Antonio Furquim Da Luz/ R David Eid,-23.671333,-46.668438,0.00014353380221042054
220013791,11,"Av. Yervant Kissajikian, 1526",Ref.: R Caetano Mero/ R Hermenegildo Martini,-23.673186,-46.665612,0.00014353380221042054
830004171,11,"R. Ushikichi Kamiya, 584",Ref.: Conjunto Residencial Portal Da Cantareira.,-23.438569,-46.581596,9.56892014736137e-05
870012791,11,"Av. Sapopemba, 3809",Ref.: R Dezoito De Fevereiro/ R Padre Otto Maria,-23.575521,-46.55282,9.56892014736137e-05
630014927,11,Parada 1 - Antônio Bicudo,"R. Teodoro Sampaio, 2227 Ref.: Av Pedroso De Morais/ R Antonio Bicudo",-23.564779,-46.689508,0.00023922300368403425
360007749,11,"R. Fontoura Xavier, 346",Ref.: R Benedito Coelho Neto/ R Lagoa Tai Grande,-23.551152,-46.457036,0.0001913784029472274
530015188,11,"Av. Prof. Ascendino Reis, 724",Ref.: R Pedro De Toledo/ R Borges Lagoa,-23.597453,-46.651094,9.56892014736137e-05
370010230,11,"R. Jurupari, 765",Ref.: Rua Alba,-23.641798,-46.653245,9.56892014736137e-05
760006050,11,"Av. Dr. José Artur Da Nova, 640",Ref.: R Santa Davina/ R Maria Francisca De Jesus,-23.488001,-46.436596,9.56892014736137e-05
760006052,11,Av. Dr. José Artur Da Nova,Ref.: R Santa Davina/ R Maria Francisca De Jesus,-23.490233,-46.436965,9.56892014736137e-05
760006054,11,Av. Dr. José Artur Da Nova,Ref.: R Santa Davina/ R Idioma Esperanto,-23.490652,-46.438749,0.00014353380221042054
760006087,11,R. Andrélino Soares De Andrade,Ref.: R Cumaru/ Av Marechal Tito,-23.494351,-46.431886,0.00014353380221042054
240012637,11,"Av. Aricanduva, 5225",Ref.: R Frederico Severo/ R Mario Da Cunha Canto,-23.557565,-46.514822,0.00014353380221042054
370010233,11,"R. Jurupari, 449",Ref.: Rua José Mariano Filho,-23.643515,-46.650955,9.56892014736137e-05
370010235,11,"R. Jurupari, 241",Ref.: Rua Barrania,-23.644721,-46.649379,9.56892014736137e-05
360004889,11,"R. Benedito Coelho Neto, 21",Ref.: Av Itaquera/ R Sao Goncalo Do Piaui,-23.548171,-46.461359,0.00014353380221042054
360004890,11,"R. Benedito Coelho Neto, 231",Ref.: R Crepusculo De Outono/ R Fontoura Xavier,-23.549163,-46.459619,0.00014353380221042054
360004864,11,"Av. Campanella, 114",Ref.: Pc Ana Das Dores Carvalho/ R Adalgisa,-23.536665,-46.473437,0.0001913784029472274
360004865,11,"Av. Campanella, 81",Ref.: Pc Ana Das Dores Carvalho/ R Adalgisa,-23.536324,-46.473676,0.0001913784029472274
360004866,11,"Av. Campanella, 405",Ref.: R Curiangos/ R Caxinguele,-23.536851,-46.470614,0.00014353380221042054
140016400,11,"Av. Lins De Vasconcelos, 1392",Ref.: R. Basílio Da Cunha / R. Heitor Peixoto,-23.575621,-46.62333,0.00014353380221042054
810009952,11,Leonardo De Fassio C/B,"Av. Atlântica, 3100 Ref.: Pc Israel/ R Peixe Vivo",-23.693802,-46.714902,9.56892014736137e-05
810009953,11,Porto Artur C/B,"Av. Atlântica, 3374 Ref.: R Porto Artur/ R Ortiz",-23.696586,-46.715013,0.00014353380221042054
720015602,11,"Av. Das Nações Unidas, 19847",Ref.: R Professor Leme Da Fonseca/ R Brasilio Luz,-23.65935,-46.71384,9.56892014736137e-05
720015603,11,"Av. Das Nações Unidas, 19599",Ref.: R Doutor Licinio Maragliano/ R General Braulio Guimaraes,-23.657735,-46.716301,9.56892014736137e-05
530015503,11,Parque Ibirapuera,"Av. Brig. Luís Antônio, 4149 Ref.: R General Sampaio/ Av Pedro Alvares Cabral",-23.579414,-46.661951,0.00014353380221042054
180005724,11,"R. Dr. Assis Ribeiro, 3682",Ref.: R Dos Horticultores/ R Humberto Marques,-23.498137,-46.518984,9.56892014736137e-05
9011774,11,"Av. Impz. Leopoldina, 707",Ref.: Rua Dolores Valentim De Souza,-23.528583,-46.733061,9.56892014736137e-05
2815218,11,"Av. Milene Elias, 612",Ref.: Rua Domingos Scarpel/rua Alto Pacaja,-23.489178,-46.478137,0.0001913784029472274
800012730,11,"R. Líbero Badaró, 309",Ref.: Pça. Do Patriarca / R. Doutor Miguel Couto,-23.546566,-46.636392,9.56892014736137e-05
170013021,11,"Av. Carlos Lacerda, 997",Ref.: R Apeacu/ Est Pirajussara Valo Velho,-23.640224,-46.779882,0.00014353380221042054
610016827,11,"R. Palestra Itália, 2100",Ref.: R Barbara Veitieka/ R Caraibas,-23.527596,-46.680629,0.0001913784029472274
620003098,11,"Av. Dr. Sylvio De Campos, 191",Ref.: R Antonio Maia/ R Juvencio De Araujo Figueiredo,-23.406658,-46.75566,0.00014353380221042054
620003099,11,Viad. Da. Mora Guimarães,Ref.: R Joaquim De Sousa/ R Bernardo Jose De Lorena,-23.40488,-46.750657,0.00023922300368403425
620003100,11,Viad. Dep. Ulisses Guimarães,Ref.: Vd. Dep Ulisses Guimaraes/ R Sem Nome,-23.404726,-46.750916,0.0001913784029472274
620003194,11,"Viad. Dep. Ulisses Guimarães, 25",Ref.: R Antonio Maia/ R Joaquim Antonio Arruda,-23.406274,-46.755455,9.56892014736137e-05
530015192,11,Av. Rubem Berta,Ref.: Al Uanana/ Av Indianopolis,-23.606932,-46.652313,9.56892014736137e-05
6714596,11,"R. Maria Paula, 53",Ref.: Rua Francisca Miquelina,-23.552122,-46.638994,0.0002870676044208411
480014894,11,"R. Clemente Alvares, 233",Ref.: R George Smith/ R Doze De Outubro,-23.520349,-46.704819,0.0003827568058944548
280004673,11,"Av. Milene Elias, 104",Ref.: R Flora Lemos/ R Joao Ribeiro Pereira,-23.491006,-46.478131,0.00023922300368403425
650005651,11,"Estr. De Mogi Das Cruzes, 25",Ref.: R Artur Friedenreich / R Jose Garcia Terra,-23.515017,-46.498655,0.0001913784029472274
940004032,11,Av. João Simão De Castro,Ref.: Praça Lupercio Basseto Morelatto,-23.489418,-46.570809,0.00014353380221042054
120015866,11,"R. Catequese, 198",Ref.: R Pirajussara/ Av Doutor Vital Brasil,-23.571214,-46.706516,0.00014353380221042054
9011658,11,Parada Mergenthaler,"Av. Dr. Gastão Vidigal, 1450 Ref.: R Hassib Mofarrej",-23.529963,-46.73832,0.0001913784029472274
860006080,11,"R. Dario Ferreira Martins, 24",Ref.: R Imeri/ R Tarde De Maio,-23.492158,-46.432252,0.0004784460073680685
190013151,11,"R. Henrique San Mindlin, 556",Ref.: R Alcides De Paiva Monteiro/ R Rosario Scamardi,-23.678609,-46.778428,0.0002870676044208411
480014600,11,"R. Faustolo, 843",Ref.: R Caio Graco/ R Duilio,-23.523937,-46.69352,9.56892014736137e-05
480014601,11,"R. Faustolo, 645",Ref.: R Claudio/ R Duilio,-23.523959,-46.691566,0.00014353380221042054
3115244,11,"R. Saturnino Pereira, 340",Ref.: Rua Leon Lara,-23.545979,-46.411427,0.00014353380221042054
3115245,11,"R. Saturnino Pereira, 746",Ref.: Rua Dom Francisco Lemos,-23.550372,-46.413024,9.56892014736137e-05
3115246,11,"R. Saturnino Pereira, 407",Ref.: Rua Catarina Horta / Rua Dona Noemia,-23.546162,-46.411461,0.0001913784029472274
790016351,11,Metrô São Judas,"Av. Jabaquara, 2372 Ref.: Av. Piassanguaba / Rua Paracatu",-23.625244,-46.640853,0.00033491220515764796
9011773,11,"Av. Impz. Leopoldina, 447",Ref.: Rua Mergenthaler,-23.526798,-46.734675,0.00014353380221042054
3608055,11,"R. S. Teodoro, 577",Ref.: R Capitania De Itamaraca,-23.554375,-46.454755,9.56892014736137e-05
3608081,11,"R. S. Teodoro, 387",Ref.: R Inah,-23.553275,-46.456658,0.00014353380221042054
180005728,11,"R. Dr. Assis Ribeiro, 4400",Ref.: R Antonia Teresa De Paula Matias/ R Rubens Fraga De Toledo Arruda,-23.496126,-46.511501,0.00014353380221042054
3107746,11,"R. Hipólito De Camargo, 101",Ref.: Es Nsra Da Fonte,-23.544201,-46.412161,0.00033491220515764796
3107754,11,"R. Saturnino Pereira, 297",,-23.546782,-46.41164,9.56892014736137e-05
130001102,11,"Av. Inajar De Souza, 15",Ref.: R Ouvidio Jose Antonio Santana/ R Itupava,-23.469638,-46.670546,0.0001913784029472274
130001454,11,"Av. Gen. Penha Brasil, 616",Ref.: R Jose Pedro D Oro/ R Canguira,-23.466314,-46.668689,0.00023922300368403425
650005636,11,"Av. Amador Bueno Da Veiga, 3671",Ref.: R Aparecida Da Costa Melo/ Av Jaime Torres,-23.518611,-46.511938,0.00023922300368403425
650005649,11,"R. Embira, 441",Ref.: R Maria Paula Do Carmo/ R Conceicao Da Brejauba,-23.514561,-46.500074,0.00014353380221042054
100014331,11,"R. Oriente, 760",Ref.: R Casimiro De Abreu/ R Xavantes,-23.537765,-46.614604,0.0002870676044208411
100014352,11,"R. Miller, 368",Ref.: Tr Abreu Junior/ R Oriente,-23.538282,-46.617593,0.0002870676044208411
90017113,11,"Av. Tiradentes, 324",Ref.: R Sao Caetano/ R Joao Teodoro,-23.532794,-46.632538,0.0001913784029472274
810009942,11,Dos Inocentes C/B,"Av. Atlântica, 748 Ref.: R Nossa Senhora Do Socorro/ R Dos Inocentes",-23.672299,-46.71233,0.00014353380221042054
810011972,11,"Av. Guarapiranga, 152",Ref.: R Antonio Foster/ R Domingos Jorge,-23.66583,-46.713632,0.00023922300368403425
810011975,11,"Av. Guarapiranga, 460",Ref.: R Sete De Julho/ R Ferreira Viana,-23.666095,-46.716678,0.0001913784029472274
5506997,11,"Av. Giovanni Gronchi, 2983",Ref.: Rua João Avellino Pinho Mellão,-23.607496,-46.725643,9.56892014736137e-05
5506998,11,"Av. Giovanni Gronchi, 2989",Ref.: Rua Clementine Brenne,-23.606849,-46.725312,9.56892014736137e-05
3608968,11,E. T. Itaquera Plat. B,,-23.534538,-46.453297,0.0001913784029472274
230009590,11,"R. Rubem Souto De Araújo, 1077",Ref.: R Viriato Leao De Moura/ Av Carlos Oberhuber,-23.741092,-46.706931,0.0002870676044208411
450011986,11,"Estr. Do M Boi Mirim, 998",Ref.: Av Inacio Dias Da Silva/ R Estevao Fernandes,-23.672182,-46.742555,0.0004306014066312616
450014042,11,Terminal Guarapiranga,Ref.: R Theodolino Pereira De Almeida/ R Joao De Abreu,-23.66856,-46.735253,0.0004784460073680685
780005491,11,"Av. Da Barreira Grande, 3029",Ref.: R Amelia Vanso Magnoli/ R James Nares,-23.589513,-46.508274,0.00023922300368403425
400015903,11,"Av. Jaguaré, 497",Ref.: Av Miguel Frias De Vasconcelos/ Av Escola Politecnica,-23.555752,-46.74397,0.00014353380221042054
400015904,11,"Av. Jaguaré, 247",Ref.: Av Miguel Frias De Vasconcelos/ Av Escola Politecnica,-23.55731,-46.745773,0.0001913784029472274
8812644,11,"Av. Otto Baumgart, 799",Ref.: R. Jose Bernardo Pinto,-23.510451,-46.615919,0.0002870676044208411
460008074,11,"Estr. Itaquera-guaianazes, 2220",Ref.: R Diogo Sanches/ R Doutor Ribeiro De Andrade,-23.539626,-46.426419,0.00014353380221042054
8812626,11,"Av. Otto Baumgart, 2065",Ref.: Próximo A Rua Dr. Clementino,-23.513985,-46.615952,0.0004784460073680685
720011913,11,"Av. Pe. José Maria, 1145",Ref.: Av Das Nacoes Unidas/ R Engenheiro Francisco Pitta Brito,-23.655392,-46.717788,0.0004306014066312616
880000949,11,"Av. Otto Baumgart, 548",Ref.: R Da Coroa/ R Jose Bernardo Pinto,-23.513924,-46.615962,0.0001913784029472274
550011324,11,"Av. Giovanni Gronchi, 3363",Ref.: R Antonio Julio Dos Santos/ R Jose Dias Da Costa,-23.609103,-46.726276,9.56892014736137e-05
9505564,11,"R. Do Orfanato, 827",,-23.578163,-46.577844,0.00014353380221042054
550011365,11,Fund Carlos Chagas C/B,"Av. Prof. Francisco Morato, 1540 Ref.: R General Sena Vasconcelos/ R Sanharo",-23.582898,-46.71419,9.56892014736137e-05
180005725,11,"R. Dr. Assis Ribeiro, 3812",Ref.: R Humberto Marques/ Av Galera,-23.497839,-46.517707,0.00023922300368403425
180005726,11,"R. Dr. Assis Ribeiro, 4095",Ref.: R Sao Francisco Do Vermelho/ R Gabiarra,-23.496813,-46.515387,9.56892014736137e-05
560009172,11,Baltazarini C/B,"Estr. Ecoturística De Parelheiros, 4463 Ref.: R Henrique Hessel/ R Jose Roschel Rodrigues",-23.799048,-46.731426,9.56892014736137e-05
550011392,11,"Av. Morumbi, 3608",Ref.: Av Giovanni Gronchi/ R Padre Lebret,-23.600602,-46.709278,9.56892014736137e-05
550015968,11,"Av. Morumbi, 3574",Ref.: R Joao Di Pietro/ R Doutor Bruno Rangel Pestana,-23.596983,-46.708596,0.00014353380221042054
670013043,11,"Av. Dq. De Caxias, 394",Ref.: Al Barao De Campinas/ Al Barao De Limeira,-23.538475,-46.645237,0.00023922300368403425
300009271,11,"Av. Paulo Guilguer Reimberg, 1170",Ref.: Rua Constelacao Do Touro - Sentido B/C,-23.773247,-46.708079,0.00014353380221042054
410003319,11,"Av. Dep. Cantidio Sampaio, 6419",Ref.: R Morro De Sao Sebastiao/ R Fragata Constituicao,-23.435914,-46.714602,0.00014353380221042054
410003320,11,"Av. Dep. Cantidio Sampaio, 6144",Ref.: R Antonio Da Silva Leite/ R Cesar Pereira Das Neves,-23.436878,-46.712047,0.00014353380221042054
240012633,11,"Av. Aricanduva, 5555",Ref.: Av Principal/ Av Gualtar,-23.565637,-46.507066,0.00014353380221042054
240012635,11,"Av. Aricanduva, 4053",Ref.: R Arrabalde Da Ponte/ R Adustina,-23.558855,-46.51335,9.56892014736137e-05
450011851,11,Parada Cícero José Saraiva C/B,"Estr. De Itapecerica, 1130 Ref.: R Joao Damasceno/ R Candido Das Neves",-23.645435,-46.746334,9.56892014736137e-05
450011852,11,Parada Cícero José Saraiva B/C,"Estr. De Itapecerica, 1189 Ref.: R Joao Damasceno/ R Candido Das Neves",-23.645378,-46.746118,9.56892014736137e-05
670015690,11,"Av. Ipiranga, 102",Ref.: R Da Consolacao/ R Epitacio Pessoa,-23.546873,-46.645677,0.0001913784029472274
9505608,11,"R. Dr. Roberto Feijó, 171",Ref.: Rua José Dos Reis,-23.585856,-46.580722,0.00033491220515764796
3406544,11,"Av. Cidade Jardim, 513",Ref.: Av Brg.faria Lima,-23.581782,-46.684897,0.00014353380221042054
300009690,11,Terminal Grajaú - Pmv 20,Term. Grajaú Ref.: R Alexander Borodin/ R Francesco Geminiani,-23.737523,-46.697527,0.0001913784029472274
300009678,11,Terminal Grajaú - Pmv 10,Term. Grajaú Ref.: R Alexander Borodin/ R Francesco Geminiani,-23.737671,-46.697514,0.0004306014066312616
60012947,11,Nacional - B/C,"Av. Mq. De São Vicente, 2724 Ref.: R Francisco Luis De Souza Junior/ Av Nicolas Boer",-23.516377,-46.685514,9.56892014736137e-05
720015635,11,R. Braganca Paulista,Ref.: R Ararai/ R Castro Verde,-23.639329,-46.719332,9.56892014736137e-05
2409145,11,"Av. Itaquera, 744",Ref.: Rua Dante Marteletti / Iolando Ribeiro Boaventura,-23.5548,-46.515891,0.0002870676044208411
600012566,11,"Av. Airton Pretini, 870",Ref.: Vdto Vereador Cid Galvao Da Silva/ Av Armando Cardoso Alves,-23.526679,-46.555452,0.0002870676044208411
560009174,11,Estrada Do Paiol C/B,"Estr. Ecoturística De Parelheiros, 4563 Ref.: R Carolina Reimberg/ R Henrique Hessel",-23.801384,-46.734008,0.00014353380221042054
6311348,11,Parada 1 - Dr. Manoel C. F. De Almeida,"R. Teodoro Sampaio, 2559",-23.566518,-46.692452,0.0002870676044208411
6311354,11,Parada Marina Cintra - C/B,"Av. Nove De Julho, 4877",-23.577039,-46.672471,0.0001913784029472274
810011979,11,"Av. Guarapiranga, 826",Ref.: R Jose Rafaeli/ R Ptolomeu,-23.666444,-46.720498,0.00023922300368403425
810009949,11,Nicolau C/B,"Av. Atlântica, 2460 Ref.: Av Pascoal Da Rocha Falcao/ R Rimini",-23.688398,-46.714671,9.56892014736137e-05
350002412,11,"Av. Br. De Alagoas, 404",Ref.: Pc Bernardo Ravasco/ R Candido Gomide,-23.49845,-46.395984,0.00014353380221042054
350002414,11,"Av. Br. De Alagoas, 480",Ref.: R Albuquerque Pinheiro/ R Professor Zeferino Ferraz,-23.499258,-46.394465,9.56892014736137e-05
3407121,11,Parada Jornalista Roberto Marinho - C/B,"Av. Eng. Luiz Carlos Berrini, 1877 Ref.: Rua Jean Peltier",-23.612561,-46.69557,0.00023922300368403425
3406621,11,"Av. Das Nações Unidas, 12495",Ref.: R Florida,-23.606771,-46.696974,9.56892014736137e-05
3407078,11,Parada João Cachoeira - B/C,"Av. Nove De Julho, 5679",-23.580604,-46.679583,9.56892014736137e-05
900014768,11,"Av. Impz. Leopoldina, 189",Ref.: R Carneiro Da Silva/ R Sebastiao Bach,-23.524997,-46.736321,0.00023922300368403425
6311370,11,Parada 2 - Eldorado C/B,"Av. Eusébio Matoso, 690",-23.571707,-46.697347,0.00033491220515764796
600012389,11,"Av. Cangaiba, 240",Ref.: R Rondonopolis/ R Maria Tereza Assuncao,-23.517783,-46.546093,0.0002870676044208411
900014759,11,"Av. Impz. Leopoldina, 1845",Ref.: R Barao De Sergi/ R Blumenau,-23.536146,-46.726218,0.0001913784029472274
900014760,11,"Av. Impz. Leopoldina, 1700",Ref.: R Blumenau/ R Constantino Fraga,-23.535594,-46.726722,0.0001913784029472274
900014761,11,"Av. Impz. Leopoldina, 1533",Ref.: R Potsdam/ R Doutor Avelino Chaves,-23.534148,-46.727898,9.56892014736137e-05
880001887,11,"Av. Morvan Dias De Figueiredo, 702",Ref.: Tv Casalbuono/ Av Otto Baumgart,-23.518174,-46.617675,0.0002870676044208411
670016424,11,Parada 1 - Sete De Abril,"R. Cel. Xavier De Toledo, 101 Ref.: Lad. Da Memória / Vd. Do Chá",-23.546817,-46.63927,0.00033491220515764796
670016425,11,Parada 2 - Viaduto Do Chá,"R. Cel. Xavier De Toledo, 63 Ref.: Lad. Da Memória / Vd. Do Chá",-23.546473,-46.639045,0.00033491220515764796
670016566,11,"Av. Brig. Luís Antônio, 562",Ref.: R Aguiar De Barros/ R Jandaia,-23.55519,-46.639258,9.56892014736137e-05
670016568,11,Maria Paula,"Av. Brig. Luís Antônio, 378 Ref.: Parada Maria Paula_c_b",-23.55402,-46.638587,0.0003827568058944548
3703065,11,Parada 1 - Guatapará,"Av. Eng. Armando De Arruda Pereira, 863 Ref.: Parada Rua Guatapará - Ponto 01",-23.635477,-46.641125,0.00023922300368403425
450011846,11,Parada Aabb B/C,"Estr. De Itapecerica, 1978 Ref.: R Adelino De Magalhaes/ R Emilia Morgado Munhoz Garcia",-23.649323,-46.752213,0.00014353380221042054
450011848,11,Parada Hospital Campo Limpo C/B,"Estr. De Itapecerica, 1572 Ref.: R Teresa Mouco De Oliveira/ R Amancio Pedro De Oliveira",-23.64821,-46.748814,9.56892014736137e-05
450011849,11,Parada Hospital Campo Limpo B/C,"Estr. De Itapecerica, 1539 Ref.: R Teresa Mouco De Oliveira/ R Amancio Pedro De Oliveira",-23.648242,-46.748656,9.56892014736137e-05
130001453,11,"Av. Gen. Penha Brasil, 781",Ref.: R Luiz Macario De Castro/ R Canguira,-23.465667,-46.668402,0.0002870676044208411
250005903,11,Terminal Cidade Tiradentes,Ref.: Av Naylor De Oliveira/ Av Dos Metalurgicos,-23.583251,-46.407613,0.0003827568058944548
60012899,11,Pedro Corazza B/C,Pça. Dr. Pedro Corazza Ref.: R Albertina De Souza / Av. Mq. De São Vicente,-23.515367,-46.689835,0.00014353380221042054
560009266,11,"Av. Paulo Guilguer Reimberg, 31",Ref.: Rua Roberto Do Reno - Sentido C/B,-23.769484,-46.714956,0.00014353380221042054
560009267,11,"Av. Paulo Guilguer Reimberg, 378",Ref.: Rua Potomac - Sentido B/C,-23.770393,-46.713918,9.56892014736137e-05
560009268,11,"Av. Paulo Guilguer Reimberg, 480",Ref.: Rua Rocha De Magalhaes - Sentido C/B,-23.771091,-46.71288,9.56892014736137e-05
880000992,11,"R. Jacunã, 164",Ref.: R Marcelo De Menezes / R Guaracininga,-23.504152,-46.613557,0.00023922300368403425
720015632,11,"R. Braganca Paulista, 792",Ref.: R Missionarios/ R Marsileia,-23.64143,-46.717333,9.56892014736137e-05
600005627,11,"Av. Amador Bueno Da Veiga, 2484",Ref.: R Candapui/ R Nilza,-23.52315,-46.52199,0.00014353380221042054
60012951,11,Cetet - B/C,"Av. Mq. De São Vicente, 2159 Ref.: R Francisco Luis De Souza Junior/ Av Nicolas Boer",-23.517458,-46.681635,0.00014353380221042054
670016688,11,"Viad. Nove De Julho, 175",Ref.: R Alvaro De Carvalho/ R Major Quedinho,-23.548963,-46.642538,0.0001913784029472274
300009269,11,"Av. Paulo Guilguer Reimberg, 891",Ref.: Rua Das Plêiades - Sentido B/C,-23.77191,-46.710568,9.56892014736137e-05
300009270,11,"Av. Paulo Guilguer Reimberg, 1057",Ref.: Rua Constelação Do Touro - Sentido C/B,-23.772795,-46.708966,9.56892014736137e-05
850011317,11,"Av. Giovanni Gronchi, 6701",Ref.: R Jose Ramon Urtiza/ R Manoel Carneiro,-23.638479,-46.736632,0.0001913784029472274
850011318,11,"Av. Giovanni Gronchi, 5819",Ref.: R Itacaiuna/ R Nelson Gama De Oliveira - Shopping Jardim Sul,-23.629991,-46.736265,0.0001913784029472274
240012051,11,"Av. Itaquera, 2341",Ref.: R Miracena/ R Antonina Talarico,-23.54914,-46.503087,0.00014353380221042054
240012052,11,"Av. Itaquera, 1885",Ref.: R Olga Marinovic Doro/ R Banco Da Vitoria,-23.54934,-46.507404,0.00014353380221042054
2914559,11,"Estr. Do Sabão, 1547",,-23.468708,-46.697485,0.0001913784029472274
